index,sample.ID,ID,split,fold
3916,14529,14529,calibration,1
3917,1453,1453,calibration,1
3918,14530,14530,test,-1
3919,14531,14531,calibration,3
3920,14532,14532,calibration,1
3921,14534,14534,calibration,4
3922,14535,14535,calibration,5
3923,14536,14536,calibration,2
3924,14537,14537,calibration,5
3925,14538,14538,test,-1
3926,14539,14539,calibration,5
3927,1454,1454,calibration,5
3928,14541,14541,calibration,5
3929,14542,14542,calibration,5
3930,14543,14543,calibration,4
3931,14544,14544,calibration,1
3932,1455,1455,calibration,2
3934,1456,1456,test,-1
3935,14560,14560,calibration,4
3936,14561,14561,test,-1
3937,14563,14563,calibration,4
3938,14564,14564,calibration,2
3939,14565,14565,calibration,1
3940,14566,14566,test,-1
3941,14567,14567,test,-1
3942,14568,14568,test,-1
3943,1457,1457,calibration,2
3944,14570,14570,calibration,1
3945,14572,14572,test,-1
3946,14573,14573,calibration,4
3947,14575,14575,test,-1
3948,14576,14576,test,-1
3949,14577,14577,calibration,5
3950,14579,14579,calibration,4
3951,1458,1458,calibration,2
3952,14581,14581,test,-1
3953,14582,14582,calibration,4
3954,14584,14584,calibration,3
3955,14586,14586,calibration,5
3956,14587,14587,calibration,4
3957,14588,14588,test,-1
3958,14589,14589,calibration,4
3959,1459,1459,test,-1
3960,14590,14590,calibration,1
3961,14591,14591,calibration,5
3962,14592,14592,calibration,3
3963,14593,14593,test,-1
3964,14594,14594,calibration,5
3965,14595,14595,calibration,4
3966,14596,14596,test,-1
3967,14597,14597,calibration,3
3968,14598,14598,calibration,2
3969,14599,14599,calibration,1
3970,146,146,test,-1
3971,1460,1460,calibration,2
3972,14600,14600,test,-1
3973,14601,14601,calibration,2
3974,14602,14602,calibration,5
3975,1461,1461,test,-1
3976,14610,14610,calibration,1
3977,14611,14611,test,-1
3978,14613,14613,calibration,2
3979,14614,14614,calibration,1
3980,14615,14615,calibration,2
3981,14616,14616,test,-1
3982,14617,14617,calibration,1
3983,14618,14618,calibration,5
3984,14619,14619,calibration,1
3985,1462,1462,test,-1
3986,14620,14620,calibration,5
3987,14621,14621,test,-1
3988,14622,14622,calibration,1
3989,14623,14623,calibration,4
3990,14624,14624,test,-1
3991,14625,14625,test,-1
3992,14629,14629,calibration,4
3993,1463,1463,test,-1
3994,14630,14630,calibration,2
3995,14632,14632,calibration,3
3996,14634,14634,test,-1
3997,14635,14635,calibration,5
3998,14636,14636,calibration,3
3999,14637,14637,calibration,1
4000,14638,14638,calibration,4
4001,14639,14639,test,-1
4002,1464,1464,test,-1
4003,14640,14640,calibration,1
4004,14641,14641,calibration,1
4006,14643,14643,calibration,2
4007,14644,14644,test,-1
4008,14646,14646,calibration,1
4009,14648,14648,calibration,4
4010,14649,14649,calibration,2
4011,1465,1465,calibration,5
4012,14650,14650,calibration,1
4013,14651,14651,calibration,2
4014,14652,14652,calibration,4
4015,14653,14653,test,-1
4016,14654,14654,calibration,2
4017,14655,14655,test,-1
4018,14656,14656,test,-1
4019,14657,14657,calibration,5
4020,14658,14658,calibration,4
4021,14659,14659,test,-1
4022,1466,1466,calibration,4
4023,14660,14660,test,-1
4024,14661,14661,calibration,5
4025,14662,14662,calibration,1
4026,14663,14663,calibration,2
4027,14664,14664,test,-1
4028,14665,14665,calibration,3
4029,14666,14666,calibration,1
4030,14667,14667,calibration,3
4031,14668,14668,test,-1
4032,14669,14669,test,-1
4033,1467,1467,calibration,2
4034,14670,14670,calibration,5
4035,14671,14671,calibration,3
4036,14672,14672,calibration,2
4037,14673,14673,calibration,1
4038,14675,14675,calibration,1
4039,14676,14676,calibration,3
4040,14677,14677,test,-1
4041,14678,14678,test,-1
4042,1468,1468,test,-1
4043,14680,14680,calibration,3
4044,14682,14682,calibration,4
4045,14683,14683,calibration,1
4046,14684,14684,test,-1
4047,14685,14685,calibration,3
4048,14686,14686,calibration,5
4049,14687,14687,calibration,5
4050,14688,14688,calibration,5
4051,14689,14689,calibration,4
4052,1469,1469,test,-1
4053,14690,14690,calibration,4
4054,14691,14691,test,-1
4055,14692,14692,test,-1
4056,14693,14693,test,-1
4057,14694,14694,test,-1
4058,14695,14695,calibration,4
4059,14696,14696,calibration,4
4060,14699,14699,calibration,1
4061,147,147,calibration,4
4062,1470,1470,test,-1
4063,14700,14700,calibration,2
4064,14701,14701,test,-1
4065,14702,14702,calibration,4
4066,14703,14703,test,-1
4067,14704,14704,test,-1
4068,14705,14705,calibration,5
4069,14706,14706,calibration,2
4070,14707,14707,calibration,2
4071,14708,14708,calibration,5
4072,14709,14709,test,-1
4073,1471,1471,calibration,4
4074,14710,14710,calibration,2
4075,14711,14711,calibration,1
4076,14712,14712,calibration,4
4077,14713,14713,calibration,2
4079,14716,14716,calibration,4
4080,14717,14717,calibration,5
4081,14718,14718,calibration,3
4082,1472,1472,calibration,3
4083,14729,14729,calibration,4
4084,1473,1473,calibration,2
4085,14731,14731,test,-1
4086,14733,14733,calibration,2
4087,14734,14734,test,-1
4088,14735,14735,calibration,2
4089,14737,14737,calibration,1
4090,14742,14742,calibration,4
4091,14743,14743,calibration,4
4092,14745,14745,calibration,3
4093,14746,14746,test,-1
4094,14747,14747,calibration,3
4095,14749,14749,test,-1
4096,14752,14752,test,-1
4097,14753,14753,test,-1
4098,14754,14754,test,-1
4099,14755,14755,calibration,4
4100,14760,14760,calibration,3
4101,14766,14766,calibration,4
4102,14768,14768,calibration,2
4103,14769,14769,calibration,4
4104,14770,14770,calibration,3
4105,14771,14771,test,-1
4106,14772,14772,calibration,5
4107,14774,14774,calibration,3
4108,14775,14775,calibration,3
4109,14776,14776,test,-1
4110,14777,14777,calibration,1
4111,14778,14778,calibration,1
4112,14779,14779,calibration,3
4113,1478,1478,test,-1
4114,14781,14781,calibration,3
4115,14782,14782,calibration,2
4116,14783,14783,calibration,1
4117,14784,14784,calibration,4
4119,14786,14786,calibration,5
4121,14789,14789,calibration,4
4122,1479,1479,calibration,1
4123,14790,14790,test,-1
4124,14791,14791,calibration,3
4125,14792,14792,test,-1
4126,14793,14793,calibration,2
4127,14794,14794,test,-1
4128,14795,14795,calibration,4
4129,14796,14796,test,-1
4130,14797,14797,test,-1
4131,148,148,calibration,2
4132,1480,1480,test,-1
4133,14808,14808,calibration,5
4134,14809,14809,test,-1
4135,1481,1481,test,-1
4136,14810,14810,calibration,2
4137,14811,14811,calibration,4
4138,14813,14813,calibration,5
4139,14816,14816,calibration,1
4140,14817,14817,test,-1
4141,1482,1482,test,-1
4142,14822,14822,calibration,1
4143,1483,1483,test,-1
4144,14833,14833,calibration,2
4145,14834,14834,calibration,3
4146,14836,14836,test,-1
4147,14837,14837,calibration,3
4148,14839,14839,calibration,2
4149,1484,1484,calibration,2
4151,14842,14842,test,-1
4152,14843,14843,calibration,4
4153,14844,14844,test,-1
4154,14845,14845,calibration,2
4155,14848,14848,calibration,3
4156,14849,14849,calibration,3
4157,1485,1485,calibration,4
4158,14855,14855,test,-1
4159,14856,14856,calibration,3
4160,14857,14857,test,-1
4161,14858,14858,calibration,2
4162,14859,14859,calibration,2
4163,1486,1486,test,-1
4164,14860,14860,calibration,1
4165,14861,14861,test,-1
4166,14862,14862,calibration,3
4167,14863,14863,test,-1
4168,14864,14864,test,-1
4169,14865,14865,calibration,5
4170,14866,14866,test,-1
4171,14867,14867,calibration,5
4172,14868,14868,calibration,1
4173,14869,14869,calibration,5
4174,1487,1487,calibration,5
4175,14870,14870,calibration,3
4176,14871,14871,calibration,5
4177,14872,14872,calibration,4
4178,14873,14873,calibration,1
4179,14874,14874,calibration,3
4180,14875,14875,test,-1
4181,14876,14876,test,-1
4182,14877,14877,calibration,4
4183,14878,14878,test,-1
4184,14879,14879,calibration,1
4185,1488,1488,calibration,5
4186,14880,14880,calibration,4
4187,14881,14881,test,-1
4188,14882,14882,calibration,3
4190,14884,14884,test,-1
4191,14885,14885,calibration,2
4192,14886,14886,calibration,5
4193,14887,14887,calibration,5
4194,14888,14888,test,-1
4195,14889,14889,calibration,1
4196,1489,1489,test,-1
4197,14890,14890,calibration,5
4198,14891,14891,calibration,3
4199,14892,14892,calibration,5
4200,14893,14893,test,-1
4201,14894,14894,test,-1
4202,14895,14895,calibration,1
4203,14896,14896,calibration,5
4204,14897,14897,calibration,1
4205,14898,14898,calibration,3
4206,14899,14899,calibration,4
4207,149,149,calibration,3
4208,1490,1490,calibration,5
4209,14900,14900,calibration,2
4210,14901,14901,calibration,3
4211,14902,14902,calibration,2
4212,14903,14903,calibration,5
4213,14904,14904,calibration,2
4214,14905,14905,test,-1
4215,14906,14906,test,-1
4216,14907,14907,calibration,3
4217,14908,14908,test,-1
4218,14909,14909,calibration,1
4219,1491,1491,calibration,1
4220,14910,14910,test,-1
4221,14911,14911,calibration,4
4222,14912,14912,calibration,1
4223,14913,14913,test,-1
4224,14914,14914,calibration,4
4225,14915,14915,test,-1
4226,14916,14916,test,-1
4227,14917,14917,calibration,5
4228,14918,14918,calibration,1
4229,14919,14919,calibration,3
4230,1492,1492,calibration,4
4231,14920,14920,test,-1
4232,14921,14921,test,-1
4233,14922,14922,calibration,4
4234,14923,14923,test,-1
4235,14924,14924,calibration,1
4237,14926,14926,test,-1
4238,14927,14927,calibration,3
4239,14928,14928,calibration,2
4240,14929,14929,calibration,4
4241,1493,1493,calibration,5
4242,14930,14930,test,-1
4243,14931,14931,test,-1
4244,14932,14932,calibration,2
4245,14933,14933,calibration,5
4246,14934,14934,calibration,3
4247,14935,14935,test,-1
4248,14936,14936,test,-1
4250,14938,14938,calibration,3
4253,14941,14941,calibration,3
4254,14942,14942,test,-1
4255,14943,14943,calibration,1
4256,14944,14944,calibration,5
4257,14945,14945,calibration,3
4258,14946,14946,calibration,2
4259,14947,14947,calibration,2
4260,14948,14948,calibration,4
4261,14949,14949,test,-1
4262,1495,1495,calibration,1
4263,14950,14950,calibration,4
4264,14951,14951,test,-1
4265,14952,14952,test,-1
4266,14953,14953,calibration,2
4267,14954,14954,test,-1
4268,14955,14955,calibration,4
4269,14956,14956,calibration,3
4270,14957,14957,test,-1
4271,14958,14958,test,-1
4272,14959,14959,calibration,2
4273,1496,1496,test,-1
4274,14960,14960,test,-1
4275,14961,14961,test,-1
4276,14962,14962,calibration,2
4278,14964,14964,calibration,4
4279,14965,14965,calibration,1
4280,14966,14966,calibration,1
4281,14967,14967,calibration,3
4282,14968,14968,test,-1
4283,14969,14969,calibration,3
4284,1497,1497,calibration,1
4286,14971,14971,calibration,3
4287,14972,14972,test,-1
4288,14973,14973,test,-1
4289,14974,14974,calibration,4
4290,14975,14975,test,-1
4291,14976,14976,test,-1
4292,14977,14977,calibration,3
4293,14978,14978,calibration,5
4294,14979,14979,calibration,2
4295,1498,1498,calibration,5
4296,14980,14980,calibration,4
4298,14982,14982,calibration,3
4299,14983,14983,calibration,3
4300,14984,14984,test,-1
4301,14985,14985,test,-1
4302,14987,14987,calibration,5
4303,14988,14988,calibration,1
4304,14989,14989,calibration,3
4305,1499,1499,calibration,4
4306,14990,14990,test,-1
4307,14991,14991,calibration,4
4308,14992,14992,calibration,3
4309,14993,14993,calibration,2
4310,14994,14994,calibration,3
4311,14995,14995,calibration,1
4312,14996,14996,calibration,3
4313,14997,14997,test,-1
4314,14998,14998,calibration,4
4315,14999,14999,calibration,4
4317,150,150,test,-1
4318,1500,1500,test,-1
4319,15000,15000,calibration,1
4320,15001,15001,calibration,5
4321,15002,15002,test,-1
4322,15003,15003,test,-1
4323,15004,15004,test,-1
4324,15005,15005,calibration,1
4326,15007,15007,calibration,3
4327,15008,15008,test,-1
4328,15009,15009,calibration,2
4329,1501,1501,test,-1
4330,15010,15010,calibration,3
4331,15011,15011,calibration,3
4332,15012,15012,calibration,4
4334,15014,15014,calibration,3
4335,15015,15015,test,-1
4336,15016,15016,calibration,5
4337,15017,15017,calibration,4
4338,15018,15018,test,-1
4339,15019,15019,calibration,2
4340,1502,1502,calibration,2
4341,15020,15020,test,-1
4342,15021,15021,calibration,3
4343,15022,15022,calibration,2
4344,15023,15023,test,-1
4345,15024,15024,calibration,5
4346,15025,15025,test,-1
4347,15026,15026,calibration,3
4348,15027,15027,test,-1
4349,15028,15028,test,-1
4350,15029,15029,calibration,4
4351,1503,1503,calibration,4
4352,15031,15031,calibration,3
4353,15034,15034,calibration,5
4354,15035,15035,calibration,4
4355,15036,15036,test,-1
4356,15037,15037,calibration,4
4357,15038,15038,calibration,3
4358,15039,15039,calibration,3
4359,1504,1504,calibration,2
4360,15040,15040,calibration,3
4361,15041,15041,test,-1
4362,15042,15042,calibration,2
4363,15043,15043,calibration,5
4364,15044,15044,calibration,4
4365,15045,15045,test,-1
4366,15046,15046,test,-1
4367,15047,15047,calibration,4
4368,15048,15048,calibration,1
4369,15049,15049,test,-1
4370,1505,1505,test,-1
4372,15051,15051,calibration,5
4373,15052,15052,calibration,3
4374,15053,15053,calibration,1
4375,15054,15054,calibration,2
4376,15055,15055,calibration,1
4377,15056,15056,test,-1
4378,15057,15057,calibration,1
4379,15058,15058,calibration,1
4381,1506,1506,test,-1
4382,15060,15060,test,-1
4383,15061,15061,calibration,4
4384,15062,15062,calibration,1
4385,15063,15063,calibration,3
4386,15064,15064,calibration,1
4387,15065,15065,calibration,1
4388,15066,15066,test,-1
4389,15067,15067,calibration,2
4390,15068,15068,calibration,1
4391,15069,15069,calibration,5
4392,1507,1507,calibration,5
4393,15070,15070,test,-1
4394,15071,15071,test,-1
4395,15072,15072,calibration,4
4396,15073,15073,test,-1
4397,15075,15075,calibration,5
4399,15077,15077,test,-1
4400,15078,15078,calibration,3
4401,15079,15079,calibration,2
4402,1508,1508,test,-1
4403,15080,15080,calibration,1
4404,15081,15081,calibration,3
4405,15082,15082,test,-1
4406,15083,15083,calibration,4
4407,15084,15084,test,-1
4408,15085,15085,calibration,4
4409,15086,15086,test,-1
4410,15087,15087,calibration,4
4411,15088,15088,test,-1
4412,15089,15089,calibration,5
4413,1509,1509,calibration,4
4414,15090,15090,calibration,5
4415,15091,15091,test,-1
4416,15092,15092,calibration,4
4417,15093,15093,calibration,2
4419,15095,15095,calibration,1
4420,15096,15096,calibration,3
4421,15097,15097,calibration,1
4422,15098,15098,calibration,5
4423,15099,15099,calibration,4
4424,151,151,test,-1
4425,1510,1510,test,-1
4426,15100,15100,calibration,5
4427,15101,15101,test,-1
4428,15102,15102,test,-1
4429,15103,15103,calibration,4
4430,15104,15104,calibration,3
4431,15105,15105,calibration,4
4432,15106,15106,calibration,5
4434,15108,15108,calibration,1
4435,15109,15109,calibration,4
4436,1511,1511,calibration,2
4437,15110,15110,calibration,1
4438,15111,15111,test,-1
4439,15112,15112,calibration,5
4440,15113,15113,calibration,1
4441,15114,15114,calibration,4
4442,15115,15115,calibration,5
4443,15116,15116,test,-1
4444,15117,15117,calibration,5
4445,15118,15118,test,-1
4446,15119,15119,calibration,1
4447,1512,1512,calibration,5
4448,15120,15120,calibration,2
4450,15122,15122,calibration,4
4451,15123,15123,calibration,1
4452,15124,15124,test,-1
4454,15126,15126,test,-1
4455,15127,15127,test,-1
4456,15128,15128,calibration,1
4458,1513,1513,calibration,3
4459,15130,15130,test,-1
4460,15131,15131,test,-1
4461,15132,15132,test,-1
4462,15133,15133,calibration,2
4463,15134,15134,calibration,1
4464,15135,15135,calibration,2
4465,15136,15136,test,-1
4466,15138,15138,test,-1
4467,15139,15139,calibration,3
4468,1514,1514,calibration,4
4469,15140,15140,calibration,1
4470,15141,15141,test,-1
4471,15142,15142,calibration,4
4472,15143,15143,calibration,1
4473,15144,15144,calibration,4
4474,15145,15145,calibration,4
4475,15146,15146,calibration,4
4476,15147,15147,calibration,4
4477,15148,15148,calibration,4
4479,1515,1515,calibration,2
4480,15150,15150,test,-1
4481,15151,15151,test,-1
4482,15152,15152,calibration,5
4483,15153,15153,calibration,3
4484,15154,15154,calibration,4
4485,15157,15157,calibration,4
4486,15158,15158,calibration,2
4487,15159,15159,calibration,3
4488,1516,1516,calibration,3
4489,15160,15160,calibration,3
4490,15161,15161,test,-1
4491,15162,15162,calibration,1
4492,15163,15163,test,-1
4493,15164,15164,calibration,5
4494,15165,15165-REP1,test,-1
4495,15165,15165-REP2,calibration,4
4496,15166,15166,calibration,2
4497,15167,15167,test,-1
4498,15168,15168,test,-1
4499,15169,15169,calibration,4
4500,1517,1517,calibration,2
4501,15170,15170,calibration,3
4502,15171,15171,test,-1
4503,15172,15172,calibration,4
4504,15173,15173,test,-1
4505,15174,15174,test,-1
4506,15175,15175,calibration,2
4507,15176,15176,calibration,4
4508,15177,15177,test,-1
4509,15178,15178,calibration,3
4510,15179,15179,calibration,3
4511,1518,1518,test,-1
4512,15180,15180,calibration,5
4513,15181,15181,calibration,2
4514,15182,15182,calibration,1
4515,15183,15183,calibration,5
4516,15184,15184,test,-1
4517,15185,15185,test,-1
4518,15186,15186,calibration,4
4519,15187,15187,test,-1
4520,15188,15188,calibration,4
4521,15189,15189,calibration,2
4522,1519,1519,test,-1
4523,15190,15190,test,-1
4524,15191,15191,calibration,5
4525,15192,15192,calibration,2
4526,15193,15193,calibration,1
4527,15194,15194,test,-1
4528,15195,15195,calibration,5
4529,15196,15196,calibration,2
4530,15197,15197,calibration,1
4531,15198,15198,calibration,2
4532,15199,15199,test,-1
4533,152,152,calibration,4
4534,1520,1520,calibration,5
4536,15201,15201,calibration,5
4537,15202,15202,test,-1
4538,15203,15203,calibration,4
4539,15204,15204,calibration,2
4541,15206,15206,test,-1
4542,15207,15207,calibration,1
4543,15208,15208,calibration,5
4544,15209,15209,calibration,4
4545,1521,1521,calibration,3
4547,15211,15211,test,-1
4548,15212,15212,calibration,2
4549,15213,15213,calibration,2
4550,15214,15214,calibration,1
4551,15215,15215,calibration,3
4552,15216,15216,calibration,2
4553,15217,15217,test,-1
4554,15218,15218,calibration,5
4555,15219,15219,calibration,3
4556,1522,1522,test,-1
